# Wavelength,Flux
4.974355888248564952e+03 3.182006168670094908e-16
4.984343694721515021e+03 3.301323998096502439e-16
4.994330984510514099e+03 3.248713964889181969e-16
5.004317755622772893e+03 3.360349577037530138e-16
5.014304006065498470e+03 3.409596514151281476e-16
5.024289733845900628e+03 3.342450573012494142e-16
5.034274936971187344e+03 3.145208032030530872e-16
5.044259613448566597e+03 3.113301054353724353e-16
5.054243761285249093e+03 3.200322008829861555e-16
5.064227378488441900e+03 3.118402023066007579e-16
5.074210463065352997e+03 3.021967351167538851e-16
5.084193013023193089e+03 2.990941304645317788e-16
5.094175026369169245e+03 3.223726198391314136e-16
5.104156501110490353e+03 3.208764127697973861e-16
5.114137435254366210e+03 3.168905154252180805e-16
5.124117826808003883e+03 3.161088868562708904e-16
5.134097673778612261e+03 3.096021293246710224e-16
5.144076974173401140e+03 3.164815074015513344e-16
5.154055725999577589e+03 3.099801956879965824e-16
5.164033927264352315e+03 3.026763616847228389e-16
5.174011575974931475e+03 3.073549574041791362e-16
5.183988670138525777e+03 3.141829946035289244e-16
5.193965207762341379e+03 3.203765527315517491e-16
5.203941186853589898e+03 3.335786608059063983e-16
5.213916605419479311e+03 2.995593619288178628e-16
5.223891461467215777e+03 3.020786780670907181e-16
5.233865753004010912e+03 3.042570288071838174e-16
5.243839478037071785e+03 2.966853193604883117e-16
5.253812634573607284e+03 2.939743652111301660e-16
5.263785220620826294e+03 3.253384863415048117e-16
5.273757234185937705e+03 3.338261842736401890e-16
5.283728673276149493e+03 3.383135180825139993e-16
5.293699535898669637e+03 3.536176190813066412e-16
5.303669820060708844e+03 3.792628279405300615e-16
5.313639523769474181e+03 3.766606070343176878e-16
5.323608645032174536e+03 4.005958329180099511e-16
5.333577181856019706e+03 4.398767792271869401e-16
5.343545132248216760e+03 4.495887146011231421e-16
5.353512494215974584e+03 4.439646940945592706e-16
5.363479265766502976e+03 3.919677167477915485e-16
5.373445444907009005e+03 3.805240195697048092e-16
5.383411029644703376e+03 3.645837373107786636e-16
5.393376017986791339e+03 3.369323676354106880e-16
5.403340407940484511e+03 3.437704663179359890e-16
5.413304197512991777e+03 3.295035212465696747e-16
5.423267384711520208e+03 3.120093628944917194e-16
5.433229967543276871e+03 3.114530041264312735e-16
5.443191944015474292e+03 2.910432968431677763e-16
5.453153312135319538e+03 3.057882489173295315e-16
5.463114069910019680e+03 2.914259108664732133e-16
5.473074215346785422e+03 2.835069710400889438e-16
5.483033746452823834e+03 2.677099723554056127e-16
5.492992661235344713e+03 2.719837374689506335e-16
5.502950957701556035e+03 2.730379062756079807e-16
5.512908633858667599e+03 2.718927881667338060e-16
5.522865687713886473e+03 2.765504987179362911e-16
5.532822117274421544e+03 2.654305321319646940e-16
5.542777920547482609e+03 2.618518020166213643e-16
5.552733095540277645e+03 2.653790218572345701e-16
5.562687640260013723e+03 2.747447002866988202e-16
5.572641552713902456e+03 2.765503558265543678e-16
5.582594830909150915e+03 2.622111674367883407e-16
5.592547472852967985e+03 2.611877110438857600e-16
5.602499476552560736e+03 2.694029524092855913e-16
